logSequenceNumber, transactionId, operationType, timestamp, databaseObject, oldValue, newValue, columnname, rowNumber ,username;

LogRecord:{logSequenceNumber=6309|, transactionId=53|, username='user1'|, operationType='SELECT|, timestamp='2023-10-28T02:48:10.465|, databaseObject='users|, oldValue='null|, newValue='null|, columnname=[*]|, rowNumber=null|};
LogRecord:{logSequenceNumber=8956|, transactionId=53|, username='user1'|, operationType='SELECT|, timestamp='2023-10-28T02:48:10.470|, databaseObject='users|, oldValue='null|, newValue='null|, columnname=[*]|, rowNumber=null|};
LogRecord:{logSequenceNumber=2530|, transactionId=46|, username='user1'|, operationType='UPDATE|, timestamp='2023-10-28T03:39:45.753|, databaseObject='users|, oldValue='1|, newValue=''John'|, columnname=[name]|, rowNumber=null|};
LogRecord:{logSequenceNumber=7845|, transactionId=46|, username='user1'|, operationType='SELECT|, timestamp='2023-10-28T03:39:45.753|, databaseObject='users|, oldValue='null|, newValue='null|, columnname=[*]|, rowNumber=null|};
LogRecord:{logSequenceNumber=6440|, transactionId=65|, username='user1'|, operationType='UPDATE|, timestamp='2023-10-28T03:43:08.065|, databaseObject='users|, oldValue='1|, newValue=''John'|, columnname=[name]|, rowNumber=null|};
LogRecord:{logSequenceNumber=2717|, transactionId=65|, username='user1'|, operationType='SELECT|, timestamp='2023-10-28T03:43:08.081|, databaseObject='users|, oldValue='null|, newValue='null|, columnname=[*]|, rowNumber=null|};
LogRecord:{logSequenceNumber=9870|, transactionId=50|, username='user1'|, operationType='UPDATE|, timestamp='2023-10-28T04:00:49.939|, databaseObject='users|, oldValue='1|, newValue=''John'|, columnname=[name]|, rowNumber=null|};
LogRecord:{logSequenceNumber=8719|, transactionId=50|, username='user1'|, operationType='SELECT|, timestamp='2023-10-28T04:00:49.948|, databaseObject='users|, oldValue='null|, newValue='null|, columnname=[*]|, rowNumber=null|};
LogRecord:{logSequenceNumber=8885|, transactionId=20|, username='user1'|, operationType='UPDATE|, timestamp='2023-10-28T04:09:46.942|, databaseObject='users|, oldValue='null|, newValue=''John'|, columnname=[name]|, rowNumber=null|};
LogRecord:{logSequenceNumber=4768|, transactionId=20|, username='user1'|, operationType='SELECT|, timestamp='2023-10-28T04:09:46.960|, databaseObject='users|, oldValue='null|, newValue='null|, columnname=[*]|, rowNumber=null|};
LogRecord:{logSequenceNumber=8163|, transactionId=38|, username='user1'|, operationType='UPDATE|, timestamp='2023-10-28T04:16:39.848|, databaseObject='users|, oldValue='null|, newValue=''john'|, columnname=[name]|, rowNumber=null|};
LogRecord:{logSequenceNumber=4638|, transactionId=38|, username='user1'|, operationType='SELECT|, timestamp='2023-10-28T04:16:39.848|, databaseObject='users|, oldValue='null|, newValue='null|, columnname=[*]|, rowNumber=null|};
LogRecord:{logSequenceNumber=4333|, transactionId=54|, username='user1'|, operationType='UPDATE|, timestamp='2023-10-28T04:22:18.551|, databaseObject='users|, oldValue='null|, newValue=''john'|, columnname=[name]|, rowNumber=null|};
LogRecord:{logSequenceNumber=6253|, transactionId=54|, username='user1'|, operationType='SELECT|, timestamp='2023-10-28T04:22:18.551|, databaseObject='users|, oldValue='null|, newValue='null|, columnname=[*]|, rowNumber=null|};
LogRecord:{logSequenceNumber=5820|, transactionId=29|, username='user1'|, operationType='UPDATE|, timestamp='2023-10-28T04:24:44.468|, databaseObject='users|, oldValue='1|, newValue='2|, columnname=[id]|, rowNumber=null|};
LogRecord:{logSequenceNumber=6401|, transactionId=29|, username='user1'|, operationType='SELECT|, timestamp='2023-10-28T04:24:44.468|, databaseObject='users|, oldValue='null|, newValue='null|, columnname=[*]|, rowNumber=null|};
LogRecord:{logSequenceNumber=8308|, transactionId=66|, username='user1'|, operationType='DELETE|, timestamp='2023-10-28T04:30:50.692|, databaseObject='company|, oldValue='null|, newValue='null|, columnname=null|, rowNumber=[row0]|};
LogRecord:{logSequenceNumber=3461|, transactionId=66|, username='user1'|, operationType='SELECT|, timestamp='2023-10-28T04:30:50.692|, databaseObject='users|, oldValue='null|, newValue='null|, columnname=[*]|, rowNumber=null|};
LogRecord:{logSequenceNumber=4776|, transactionId=70|, username='user1'|, operationType='DELETE|, timestamp='2023-10-28T04:31:45.195|, databaseObject='company|, oldValue='null|, newValue='null|, columnname=null|, rowNumber=[]|};
LogRecord:{logSequenceNumber=4755|, transactionId=70|, username='user1'|, operationType='SELECT|, timestamp='2023-10-28T04:31:45.195|, databaseObject='users|, oldValue='null|, newValue='null|, columnname=[*]|, rowNumber=null|};
